Name	In_TC1	In_TC4	In_TC6	In_TC8	QY1	QY2	QY4	QY5
Eicosapentaenoic acid	781031135.3	585291060.8	668134843.8	996283309.1	16368832.79	20751231.97	11878315.97	38311028.16
Trehalose 6-phosphate	2014675.92	1314279.337	1555237.224	1414526.432	1962056.475	1779616.096	801799.0241	740988.702
Senecionine	12633016.71	4944617.326	13617435.13	19705760.26	108108250.2	134543562.5	2785540.766	2062748.196
Mesaconic acid	959885.3252	6087351.233	2727322.845	1988929.811	1235569.43	21875648.79	16013748.05	1135817.809
Estradiol Benzoate	319028.1237	607291.0394	784340.0271	464225.7387	1096276.238	635814.943	1270072.885	916701.4399
Ergocalciferol	6936867.476	3503308.019	4534595.201	3281620.32	8022770.028	1508617.956	2561448.511	4583076.332
N-(2-Methoxyphenyl)acetamide	47518573.63	20958313.33	41133988.94	47091914.29	21741746.48	6090459.739	6419149.514	3706713.208
Lysopc 14:0	44356855.48	48914060.97	22221705.08	8972987.669	368237.496	104238.572	422940.3407	1511156.852
N-{2-[2-(acetylamino)phenoxy]ethyl}-N-benzyl-4-chlorobenzamide	706008.7699	531256.701	881310.1166	322973.7838	283367.6939	574050.1882	1289243.431	1506822.937
Estriol	457908.8526	3473861.041	676454.8765	355060.3865	1143780.297	657579.2477	1080406.928	1118620.531
Imidazolelactic acid	17070420.53	3847617.405	46642703.41	57996623.62	69320560.69	133520082.3	26971766.07	16075324.6
18-β-Glycyrrhetinic acid	809301612.5	241274001.6	2801826264	411370495.6	2519921.282	2416990.645	2794096.351	2930987.464
2-[(2-chloro-6-fluorobenzyl)oxy]ethyl N-(4-chlorophenyl)carbamate	575112.7318	216114.72	824261.9511	847342.914	3647306.964	30812236.9	379690.0557	303339.6788
Gamma-Glu-Leu	465231.2918	3397958.816	3127940.515	9180388.278	16793928.42	30760323.94	321650.9029	744191.4918
Polyphyllin B	757354.4467	361817.527	1300314.855	601524.1927	2492904.006	4454644.281	6192052.407	10347358.62
LPC 16:4	6915254.927	2657195.923	1241474.121	622383.6039	401415.5623	177395.0111	319382.2125	321844.9638
4-Amino-5-imidazolecarboxamide	976535.9189	670667.5942	724142.6027	601442.8477	456111.7392	302344.4917	418623.5879	7010195.128
Arachidic acid	1020896.224	297789.1404	1547673.904	1214152.517	148177.5942	136416.1778	375014.5063	464931.6484
Allantoin	25619972.58	7282467.092	83891905.01	1777312.922	64589642.73	74475710.39	41200554.17	16378457.58
Ala-Gln	2164788.881	712184.5675	7205061.167	2444087.386	2537087.054	2820324.33	570463.2344	1718904.971
2-Phenylacetamide	1353221.387	845156.8457	3708315.321	1577470.499	2926712.975	2165032.164	3598758.313	2819279.615
PC (3:0/13:1)	6756278.646	443452.7101	4527754.632	337518.393	389532.4072	59364.19679	126390.5829	392344.206
Oleamide	64321445089	1.02419E+11	72047223863	1.00504E+11	41329976801	38774167252	58342329215	1.05331E+11
1-Methylhistidine	17612874.05	14124732.17	21734483.12	26484353.21	218268740.8	114401688.8	17181580.13	40644129.75
Adrenosterone	1165763.322	3288789.163	2230103.311	613643.6087	1587318.344	1578457.02	2723294.502	1552433.557
Proline-hydroxyproline	35667956.57	57400702.39	162166826.3	27856908.32	39251205.74	8957130.114	86251122.77	47808887.33
Prostaglandin A1	13409262.13	46998283.54	32333512.83	7349025.906	480427.4281	152264.5828	1253187.546	1667452.311
Prostaglandin B2	2811378.175	1095351.907	5301999.363	1620966.66	5528188.851	1142603.254	2381836.417	674845.9189
FAHFA (15:0/17:2)	1313903.382	440038.0078	671479.0426	511162.5917	77213.64233	73767.18511	962475.0069	489058.0162
Pyridoxine	12829162.36	4183141.969	15151492.12	10887568.03	216319192	121651402.1	44859987.74	26486940.8
"3,3-dimethyl-2-morpholino-2,3-dihydrobenzo[b]furan-5-ol"	5945022.98	4067702.858	26319861.65	2518270.725	26207391.4	6711482.846	23718465.8	81105426.63
Licochalcone A	1926065.921	455719.6586	5743870.108	1384913.856	401257.604	221965.7405	741606.65	351468.3749
alpha-Farnesene	1628597.765	1236239.591	1855744.519	1258897.01	3183740.105	1794382.254	3588753.275	2216971.75
Estrone sulfate	65940.28361	67759.12149	87728.3326	93250.43487	376205.6948	600859.2331	317285.1596	50307.42915
PE (16:0/22:5)	32012.13276	29870.93612	32124.16456	1315684.616	38747.25445	22042.24925	30993.62715	26662.6128
Val-Ser	18985134.95	28137424.91	43691393.9	9525381.732	49071358.37	128293268.7	17637494.29	14876770.42
"3b,7b-Dihydroxy-5-androsten-17-one"	58234512.11	4104021.416	160278297.7	28016016.71	5354998.597	925730.994	5211150.632	20500214.57
EQH	3466930.552	867097.2921	3484095.164	2360565.938	1577082.39	4536889.514	1240391.12	1053930.461
SNK	6468059.965	2589521.428	5546268.872	2529884.402	653037.592	601335.9161	158935.0982	265220.581
Oleic Acid	27448895.26	46413578.7	16729303.56	3038807.251	2612004.993	1668242.862	4862116.529	3542982.116
LPE 17:0	148074313.2	90531566.49	155559494.4	29658516.42	4897326.839	3756298.481	1265940.19	3678731.536
Verrucarol	74576223.19	24611032.47	120154714.6	35113635.66	113217065.8	127510886.7	41510225.34	32211854.16
Polygalasaponin F	2011958.171	1462335.181	1761731.543	1757748.973	1563432.517	5945318.455	39973407.81	7233068.129
4-oxo-4-[(pyridin-4-ylmethyl)amino]but-2-enoic acid	1505637.24	827992.6946	2579827.717	1805440.3	1571350.587	4450020.199	663149.731	365237.7815
Tetranor-12(S)-HETE	22782120.16	2731531.738	27247992.1	10807292.89	65500755.14	127145138.3	2831022.346	2759124.411
"N,5-diphenyl-1,3,4-oxadiazole-2-carboxamide"	708346.8581	486480.0915	5558090.56	515864.6866	334290.9872	246206.5687	303655.7053	254655.8082
S-(5-Adenosy)-L-Homocysteine	316250.8897	286629.676	1287172.16	232643.8757	359386.9872	462665.4486	238985.0666	210667.6637
"13,14-dihydro-15-keto-tetranor Prostaglandin E2"	27163747.18	13050813.05	67964367.36	32908355.5	18060200.85	4799489.579	10677186.03	12329353.54
ERH	422332.1425	160771.0477	5492034.055	258307.7179	125773.1476	109068.4816	97893.05988	90415.49691
"16-Heptadecyne-1,2,4-triol"	1894039.385	3107297.652	939236.6212	679253.027	897675.5485	525198.3732	1355427.107	942382.5945
4-Oxoretinol	2933518.839	45580955.58	2676844.708	3422495.313	336018.9193	94860.60524	951552.0307	1168118.906
Maltotetraose	4435067.867	3568328.727	14211970.77	4085870.734	30516775.1	23827612.69	58585788.9	182813037.7
Glutaric acid	45368296.1	162735100.5	242526744	443156477.7	473331188.6	426634708.8	141837419.7	125245383.7
SNH	1813802.078	1103634.959	1489961.617	1363907.053	2011574.378	2295772.891	1275757.728	708299.7757
2-Methoxybenzaldehyde	16604461.58	9753084.558	156012928.5	82856166.44	5752126.508	4594702.279	3650604.328	3816632.33
5-Hydroxyindole	30384141.82	21116231.47	15228223.87	20891293.64	21306691.93	17789868.59	15137183.44	5225297.076
3-Methoxybenzaldehyde	15781167.77	9321371.504	154939939.1	81963647.2	5357688.512	4622658.476	3418406.613	3672558.559
FAHFA (18:2/20:4)	41145695.48	26959202.23	36026418.83	37650874.08	42116473.67	13119602.46	52209393.94	57609315.67
S-Sulfo-L-cysteine	8448754.723	7942528.327	4408595.463	5334312.058	4578852.668	159787045	78686621.57	7887681.96
5-Dehydroquinic acid	71251103.79	25951654.97	7872337.687	45085896.32	628997.2318	1275984.61	5390814.788	313374.4373
L-Leucyl-L-alanine Hydrate	7381019.39	8061019.754	54392860.53	43650761.63	106481817.6	123082699.8	62513096.57	14138363.63
"2-(1,3-benzodioxol-5-yl)-5-(3-methoxybenzyl)-1,3,4-oxadiazole"	5909670.475	878602.6732	3971187.869	826570.8327	703835.6463	755229.5934	415959.7374	536047.8119
albiflorin	459681.9563	202060.0371	544825.9093	384911.5897	355812.4934	333430.3129	2148914.853	304721.388
Cantharidin	812118.5108	522822.4428	2771189.717	1554550.452	485028.9881	390013.2076	750227.4186	2724433.573
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol"	912974.7574	478060.5252	1169617.76	1282808.314	1534540.231	599383.8953	984851.7596	850447.0068
Maleamic acid	3146916.422	1502840.626	9976482.849	7013579.089	16663173.26	6600651.885	5416145.999	9947882.504
dAMP	1070957.915	735514.9505	3044525.407	659596.811	491960.3845	331578.409	492237.4497	692291.9377
Glabrolide	81463753.93	13495066.79	153054486.5	68901523.17	5854048.112	1408261.278	5429321.877	7274910.889
4-Vinylphenol	21603242.72	24713168.89	131412413	60806022.98	80908586.59	68075507.13	37831476.21	502623453.5
octadec-9-ynoic acid	226006187.6	196087800.7	328774137.1	164024166.5	956421403.3	566928013.7	616437375.1	562899718.7
p-Hydroxybenzaldehyde	6088574.224	3120660.159	41293738.02	15571364.24	29026968.25	18010253.36	25230254.36	100298531.6
Cholesterol	5446002.193	677069.9524	2597081.106	4544020.513	251004.854	180426.916	372652.3045	332523.1053
5-S-cysteinyldopa	593387.2138	319319.8332	665516.2421	443295.9406	1522872.358	4057545.334	1168723.38	890446.4852
5-Hydroxytryptophol	10437422.34	2804563.485	19236077.86	18206999.98	89207841.43	43643009.38	91394876.89	77492683.67
L-Methionine sulfoxide	43315216.91	25723482.1	39880995.55	135910436.1	3503841.769	6277502.79	23670487.23	3233200.546
5-Hydroxyindole-2-carboxylic acid	1659689.58	883393.2289	8296322.435	2017420.573	22874969.41	25083259.66	777908593.8	16185176.62
Glycerophospho-N-palmitoyl ethanolamine	1197637545	1458329076	913913150.6	194532951.4	234190440.8	346079200.5	232480161.8	107823418.8
5-Aminoimidazole-4-carboxamide-1-beta-d-ribofuranosyl 5-monophosphate	49474.76955	34092.40104	75107.43388	548024.2447	825358.6945	29908.99211	27212.36671	25181.50984
Leu-Pro	131116.3754	79857.57293	302249.0642	115185.7188	123096.4174	412373.5471	256311.0238	147174.1096
Epoxomicin	4134878.422	2795510.152	4663095.556	1474606.561	878646.0515	505084.253	1010891.139	905479.8789
"2,6-Di-tert-butyl-1,4-benzoquinone"	17619882.8	35287511.5	8918009.807	15714393.11	36148999.07	22347393.83	16131401.97	36792086.24
Palmitoylcarnitine	53130146.14	84719080.6	8483461.082	6668347.359	668435.7841	616966.7196	518204.5276	608747.5345
SM (d14:0/17:0)	571109.1348	391833.7672	4821569.529	446762.6775	242906.4257	112294.3958	138858.1145	206268.0857
PC (18:5e/22:4)	4491516.731	2723918.231	488338.7634	456799.0421	309333.59	194265.9291	267478.6807	394556.8962
Thymopentin	485171.6107	450735.552	475631.6726	206622.0864	164208.9674	296105.7236	623137.9024	861244.9578
7-Ketolithocholic acid	108477019.4	209729901.8	21640382.22	324494340.4	1253575692	1277184568	5539877441	1486794506
"1-adamantyl(1,4-thiazinan-4-yl)methanone"	36430809.59	5499622.975	54115624.27	16419788.5	5174015.584	7005816.605	3935815.115	6633565.01
Testosterone sulfate	3851040.042	1482154.25	8617968.837	3927389.256	2382310.681	26792378.29	6418665.086	1509596.677
4-amino-2-(4-chlorophenyl)-6-(methylthio)pyrimidine-5-carbonitrile	21885665.86	41849621.93	3181070.048	2331800.536	1866997.799	922206.6094	1275722.339	1571216.543
Chrysin	18098932.09	19323727.6	42304170.01	21544044.97	1603100.108	3595440.061	9976578.198	1238684.567
Temazepam-d5	4010476.947	1267548.204	4579294.235	4140158.059	414998.5694	263045.3984	306237.9317	302367.4173
N-Oleoyl Glycine	27911833.57	41766701.48	21201135.63	40067102.47	835932.7549	1586483.91	3337664.758	9874254.227
Kynurenic acid O-hexside	8380492.677	4322043.319	15989803.36	15368539.54	6460890.921	7107707.684	15056213.51	4606226.977
LysoPE 18:0	532338159.4	625943868.4	227089382.1	93233706.67	8439883.786	21611399.13	32815140.53	7136116.852
cis-gondoic acid	1629439.211	1181546.23	493286.6042	4078540.075	440660.3789	227671.7414	262171.837	268128.4722
Terephthalic acid	1371003.626	530901.6414	959697.1587	457801.7348	1805211.193	1302607.166	1549125.66	11468148.61
Celestolide	5281879.367	3194853.002	18445560.01	392823.5643	22726994.86	5582573.369	21457327.82	70412908.43
Trimethyllysine	1201258.351	566231.414	1379434.536	1434359.089	1081228.094	584256.1941	1220432.142	1037488.499
Hippuric acid	29532847.17	16618705.03	135604495.8	81756267.47	257823914.1	141340306.1	148018839.1	257845647.5
Coenzyme Q2	16907143.36	12132386.5	49864262.56	15145380.68	83090683.31	16801426.74	86091223.63	58386362.84
2-Methylpentanedioic acid	4612204.143	2150493.075	2778829.741	2412949.37	3777911.84	2200791.514	2253287.6	4064064.09
Sarsasapogenin	164854955.8	19506242.34	140774103.8	115432438.6	35659398.76	3735800.72	8216141.021	28744172.57
"D-Ribulose 1,5-bisphosphate"	496948.085	331998.3387	442973.0633	477467.3312	5959139.724	962144.2018	479890.2403	407493.0795
PC (18:4e/4:0)	45859874.06	81341590.06	6545168.44	9943152.286	2464007.813	1566335.598	1645529.942	868433.2858
N-Acetylglucosamine 1-phosphate	937609.09	479785.1262	1691849.681	1719431.414	722844.1442	916475.2088	716853.1331	466277.2712
Abametapir	5056017.293	1142590.053	2839240.87	3778907.588	408063.7601	741732.1156	431398.2007	609384.7394
methyl 4-methyl-2-oxo-2H-pyran-6-carboxylate	2401147.01	1490094.366	2971326.307	3219402.195	3807692.523	5956428.815	7977354.25	3739032.445
"4-methoxy-9-(3-methylbut-2-en-1-yl)-7H-furo[3,2-g]chromen-7-one"	476116.7024	506042.2859	334927.495	372067.3897	165613.8398	140312.4713	334714.6484	203509.7258
Asp-Phe methyl ester	56298519.7	25062294.78	130465395.9	126640974.9	2187359.28	2500151.1	30044445.54	7639657.259
RMK	46229473.15	5923488.242	30370089.04	14258005.05	21972454.46	27945879.55	63902116.55	43152402.92
Glutathione	2485534.342	2446190.654	1695459.189	1619399.883	1617330.716	2310653.355	1444025.262	1104171.724
"2,4,6-Trimethylphenol"	49766909.15	10720253.97	59843372.53	21763161.27	5690046.152	2001426.898	1848478.189	3724139.653
Syringic acid	41131517.18	17929216.47	1730389.353	51214309.98	2432406.741	25518466.97	4546750.361	1286465.959
3-Indoxyl sulphate	11154501.43	39994162.34	18759918.25	38141286.9	6477116.625	10683512.46	3182614.919	2791712.038
N-Phenylacetylglutamine	1865879.707	413282.1965	2348470.423	2497424.505	2265042.163	3398561.555	662282.7033	809982.5717
(±)12(13)-DiHOME	18388380.99	6887742.082	20806591.54	56075359.65	5257241.446	2806865.526	4368714.834	7427227.623
"6-methyl-5-(2-methyl-1,3-thiazol-4-yl)-2-(phenylthio)nicotinonitrile"	843587.8708	469325.8929	1088569.074	746280.8568	1691591.216	420692.2897	294724.1983	386025.9329
Ornithine	514423.7965	1589887.053	1349613.756	8910494.729	25506520.87	25234130.1	196041.4393	136257.5141
N'2-(2-hydroxybenzylidene)-5-nitrofuran-2-carbohydrazide	446680.3777	754755.2147	481954.1983	3722445.925	613299.7762	402530.8481	258557.0291	229238.5056
LPE 18:2	284181665.9	605835742.9	421386609.5	7591575.554	41752319.46	14711082.09	135435595.7	21361125.73
1-[6-(benzyloxy)-3-(tert-butyl)-2-hydroxyphenyl]ethan-1-one	38046523.63	27538905.69	27889433.11	44407876.85	34398052.68	21142915.58	30309035.18	46999840.65
SPH	79033821.14	77906360.42	23716424.43	4695753.671	20920269.69	11806964.38	3208247.317	1870070.518
Sedanolide	9171414.997	3332516.095	27566353.44	11729855.99	41381032.34	18815402.54	44832798.21	31396987.98
1-Palmitoyl-Sn-Glycero-3-Phosphocholine	90288866.46	77701600.29	75187509.26	35841868.64	4092328.148	4321971.328	4453166.934	3119351.841
Prostaglandin K2	365605.2101	1309453.568	6696666.32	385439.1386	3781081.483	24994423.97	3830644.532	1247494.091
"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid"	2779236.508	1481370.375	2320732.676	4805734.614	2846146.46	24907767.83	1185109.838	1149007.509
PC (18:3/18:4)	1038985.707	1413642.117	4042352.297	968744.5492	666888.1672	819050.4217	743126.7203	1034917.191
"N1-(6-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)-4-nitrobenzamide"	45158573.05	10735863.79	57821559.87	7730711.483	3779022.475	5744247.64	6011707.993	5689643.364
Epinephrine	26248711.97	10038340.61	38394205.18	26795197.64	56316811.56	107461664.4	3115366.013	1895423.442
"N-[3-(4-chloroanilino)-1H-1,2,4-triazol-5-yl]-N'-isopropylurea"	5620307.626	5368875.345	27242925.08	19601736.41	192844037.9	378431023.1	4918067.026	3371157.905
4-oxo-4-[(1-phenylethyl)amino]but-2-enoic acid	1659477.901	878153.5697	1979018.864	1640473.813	969389.8419	3125028.003	757264.8332	774698.0658
"indole-5,6-quinone"	435562.6477	342378.3265	1210248.872	8052616.749	2548136.222	2916292.138	45569972.61	1656369.283
Indole-3-carbinol	32245792.48	13088053.35	54996285.65	39450577.04	9297502.799	2274360.239	3561133.809	25173452.24
"4-[4-(1-phenyl-1H-1,2,4-triazol-5-yl)-1,3-thiazol-2-yl]pyridine"	409352.1424	281135.81	295311.1299	252117.6267	188041.9713	200050.0261	1208458.915	800941.7125
P-Aminohippuric Acid	6836978.529	4582345.341	18161213.7	10500836.37	34199595.93	31043066.75	124705085	12286533.71
Asparagine	7999564.944	13765494.36	3482029.924	1958427.382	543177.5436	284004.5693	1023399.35	809674.5528
SM (d21:2/13:1)	940585.7765	661202.904	3866977.191	747152.6716	505954.253	356146.3188	483517.4047	645347.7611
N-Acetyl-L-tyrosine	20145720	3818818.615	24467297.6	8672323.161	92129352.17	39392777.83	94777346.49	39035141.92
Caffeic acid	44895109.6	19081093.39	10489668.42	53352679.62	1233481.442	1196595.168	3122754.841	7748692.237
N-Acetyl-D-galactosamine 4-sulfate	238660758.6	591506690.8	98718742.98	272188353.9	27391612.41	102137757.5	86561923.2	41101972.96
Uric acid	155008802.9	164291252.7	374174738.1	5417927171	7169464533	1257292319	56565441.65	739213043.9
N-P-Coumaroyl Spermidine	5941523.36	2110980.499	9753779.84	2002836.822	4788935.492	5607304.735	59857593.26	2650983.139
LPC 16:1	209736205.1	585553107	58363599.84	10164537.62	679546.9984	2127735.509	1140260.484	1298850.997
DL-Dipalmitoylphosphatidylcholine	415051.1868	465521.5426	3686652.652	294991.417	153120.1437	81609.48482	87496.51382	120821.3311
(+)-alpha-Lipoic acid	64090332.08	42965422.72	23947785.19	116566183.9	593449.9028	5476408.948	9609700.737	2633504.235
N-acetyl-L-ornithine	1155597.96	824553.007	955110.1204	891364.1031	1389680.695	2270533.516	3415450.5	549301.3421
DGMG (18:2)	573810.7253	287791.872	588515.4243	488057.5053	418111.5731	293175.4926	14853814.25	2937424.073
"Octadeca-11E,13E,15Z-trienoic acid"	11876782.7	7073102.42	11932364.57	25432404.24	31675333.21	14749233.78	33690520.7	50169327.17
Sunitinib	632509.2957	266714.5499	4921641.713	686201.0611	21481729.2	21695200.03	2842030.821	59090901
INK	27725264.56	73105305.89	22930564.25	6045669.912	12171260.49	14824123.49	3284131.985	1663589.448
Taurodeoxycholic acid sodium salt	4094425.106	128396.7064	524600.5381	137011.3802	2268879.024	1220584.606	1225783.398	1991101.453
Nicotinamide	6287847.726	3143213.455	13484268.07	17406613.14	99113297.31	16897280.08	13704969.33	132310513
IRH	3514502.908	72426354.49	6965440.008	4987319.41	91870325.81	11671768.67	3318652.731	67862435.07
PC (12:0/12:0)	1496151.284	548355.3435	3515011.168	604437.9293	392372.7621	257408.2451	349466.9467	466431.4241
S-Adenosyl-methionine	2226369.799	1987422.003	1758112.602	1608478.835	2430880.823	889075.2263	1356462.848	1663455.198
6-Keto-prostaglandin f1alpha	1603308.612	1978889.716	3319186.568	643589.1145	2081873.43	636448.4128	1015139.029	2420391.022
D-(-)-Quinic acid	15418109.08	11175156.99	28373209.79	10427861.15	16496902.34	6710589.204	34555927.59	22138147.71
1-hydroxy-1-(4-methoxyphenyl)propan-2-yl 4-methoxybenzoate	749800.05	378576.2448	1495359.317	709948.2938	324780.4068	188366.5916	3212469.889	420814.4151
"N1-(4-chlorophenyl)-2-cyano-4,4-dimethyl-3-oxopentanamide"	19777652.69	3481175.447	25188681.14	8284659.615	11475343.11	23181936.21	6787292.66	4160585.756
Ethylmalonic acid	2268213.463	1552083.202	21290123.88	3380659.999	1427109.701	23131260.95	24207825.79	1359482.439
D-2-Aminoadipic acid	20291396.68	9877972.608	25572391	25283220.92	49631836.43	37523388.44	20532178.94	17249194.88
"1-methyl-3,5-di(1-naphthylmethylidene)piperidin-4-one"	286092.9674	218012.2536	3410970.801	781776.7199	174444.5981	115781.1075	132144.8298	128092.3511
Mycophenolic acid	10213552.42	2389490.285	8072086.251	2718816.185	8254787.969	9330191.926	111047157.4	7861350.42
(+/-)12(13)-DiHOME	654632386.9	190366343.4	777711246.3	215276312.3	4016489311	3450000629	2272462513	2198952556
Testosterone	3696082.72	8109427.69	9764291.041	5195433.02	3978697.719	2581641.297	116870224.9	6433707.002
MLK	2474391.836	1465055.267	1604869.985	728268.2035	1417352.471	512558.7581	1507989.358	3873578.52
Oxoadipic Acid	6761527.212	2675146.331	8628310.631	5383483.368	4177533.631	8604661.27	6905095.188	6721266.511
Trifolin	2203655.879	2274437.808	2380767.014	4084302.953	6993895.945	4449480.094	3236318.636	2318020.078
11-Deoxy prostaglandin F1α	447218.149	250406.7883	809720.0319	450740.3732	949634.1312	186574.3251	3008352.069	614234.297
LysoPE 18:2	1582103.196	1807957.331	1409528.662	299511.4417	453826.2782	609579.5233	619671.4185	569727.2068
"2,3-Dinor-TXB2"	32584624.49	15556752.31	46595462.6	23162960.2	16504684.89	6057432.384	26697099.42	14873745.4
10-Nitrolinoleate	5629280.743	3878641.716	60123707.28	15962856.77	18914586.59	97976658.66	2993517.423	2262097.491
DL-o-Tyrosine	4772127.917	2834121.401	15011952.95	8129151.285	3288029.006	4483073.403	2171348.423	958693.5678
"13Z,16Z-Docosadienoic Acid"	16555616.16	16712539.66	2212214.553	49299224.09	111758.5492	83454.6894	144744.802	460142.7124
TQH	46914075.54	69047133.38	52634504.1	37534356.19	13591767.69	52292087.75	13801386.42	9570562.111
N-Acetyl-L-carnosine	4589756.271	2593879.25	16822819.16	20315911.76	76051763.35	96693830.13	2788402.782	2765741.225
Pepstatin	720304.6131	975364.2456	515232.8242	2723532.383	891260.6541	667390.2209	885624.1505	352407.5985
PC (14:1e/5:0)	51861792.89	67956368.43	15925219.8	2057469.451	2150897.358	1681226.081	2028617.53	758602.9127
"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid"	348530.834	320691.3444	572654.373	290831.0315	640832.2753	540920.386	834420.9618	418719.1793
"N-[2-chloro-6-(trifluoromethoxy)phenyl]-2,2-dimethylpropanamide"	136566174.2	18719926.97	74308217.25	98532299.21	1572091.178	1280387.962	8636157.916	3334310.616
Docosahexaenoic acid	1950029166	5281145502	3819833262	5340369673	205861950.3	334494580.1	114790454.7	320759918.2
Stercobilin	2315061718	486503491.9	12015391716	13194536596	159266653.6	43306369.07	22116660.89	43941348.61
D-(+)-Fucose	6198522.873	5035779.924	16000701.54	9712119.471	14054344.9	10514114	11051693.56	12917576.55
Threonine	94299447.8	67382057.72	103438831.3	98457823.36	8874973.415	6121972.625	41460218.07	10895054.23
5'-Deoxy-5'-(Methylthio)Adenosine	603223.7401	408443.2728	1523160.91	1822264.568	2564581.6	803996.9562	2730689.356	598408.0686
N-(4-chlorophenyl)-N'-(2-phenoxyphenyl)urea	3164002.662	2418700.592	6595995.232	4122858.621	10115496.36	21803316.43	10322060.93	2383502.241
PC (18:2e/14:1)	861644.2768	791949.5962	975073.2302	2597834.395	487516.3486	362784.3	589597.6635	879879.8761
Tanshinone IIA	27066844.39	4064544.901	118342191.8	36936534.93	2200947.508	2539474.193	1744449.573	1770251.184
D-(+)-Malic acid	877482943.9	535008867.3	351172759.9	609071805.6	16538398.37	19639682.9	8303772.396	4991516.86
D-(+)-Proline	32811688.78	66927732.15	41541122.59	20375330.59	22869768.92	24532280.11	35073416.07	23386988.29
4-Deacetylneosolaniol	1411248.143	814138.3307	2898952.828	1100967.69	643100.6284	521231.8891	854807.6992	645948.5877
(±)9(10)-DiHOME	81204749.84	54019153.72	79021037.29	42832142.31	665996252.6	82873147.28	129211697.9	767202759.8
D-Ala-D-Ala	134064387.8	28200571.96	84152460.92	25182200.14	59867488.84	37674795.65	20755716.49	23083078.97
PC (14:0e/20:5)	231357.9058	764844.1262	2847099.946	183769.1764	224381.4481	124216.8378	144311.8287	150813.6694
"7,8-dimethyl-1,2,3,4-tetrahydrophenazine"	798108.0744	254638.7088	1249422.511	550521.5004	920814.6837	495556.407	109506643.9	352355.6561
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol"	1662944.711	622535.9636	243278.0344	2524608.303	163099.0197	176012.669	141260.591	180678.937
"N-[4-(aminosulfonyl)benzyl]-2,1,3-benzoxadiazole-4-sulfonamide"	1360856.102	790571.1619	1412511.42	752924.3844	3488156.009	10293837	6985164.398	2168615.765
"(6E)-7-(2H-1,3-benzodioxol-5-yl)-1-(piperidin-1-yl)hept-6-en-1-one"	1606598.664	4777060.918	2692140.321	876468.242	21770135.1	93211847.43	536668.5094	863191.9352
"(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"	6953190.181	36005194.11	16348199.46	79780827.92	311584631.4	341782346.7	3762814.186	17390785.35
L-Histidine	82921348.88	65919681.33	21097334.73	19622779.82	5917964.214	2675606.146	14241014.48	3334867.056
Blinin	2514176.676	1281881.927	2763051.103	1549490.574	676050.3914	1077501.898	569095.9067	1015066.699
"5-Methyl-8-nitro-3-spirocyclohexyl-2,3,4,5-tetrahydro-1H-2-benzazepine"	361422.7387	164100.1939	427332.3208	299682.8194	958126.6604	906727.6191	1706342.456	336614.6795
DL-4-Hydroxyphenyllactic acid	119073513.1	63352542.5	83126836.57	284700971.3	101099364.4	44942916.54	341830327.7	51972212.96
LPE 19:1	5011342.355	7770685.638	27904767.46	1812576.552	15288155.32	23461151.74	107827862.2	2799209.806
Fumonisin B1	131244551.7	8314826.333	6796162.476	825055.7694	686604.3271	688592.41	2209013.109	513395.5495
LPG 17:0	17259302.58	33222552.45	21828018.95	1117237.673	11450281.14	3712496.657	4969218.102	10228724.03
LPC 18:3	105031149.8	64951077.25	13261962.99	10147099.64	3543420.03	2463553.066	3875095.845	1935045.009
N-Acetylornithine	28445518.13	39437484.27	45722669.44	28264205.72	39380604.51	29259832.51	20655869.32	17810506.96
Docosahexanoic acid	1928923481	5195284368	3739628894	5216687898	205391987.5	333375609.3	114469853.2	320502465.8
Fenpropimorph	2772077349	1579745852	10075077713	12835226635	6840192954	1789406341	742285838.1	14283198659
Allolithocholic acid	309979.1307	135858.2792	2587436.746	437771.5484	252383.976	146378.0091	266547.6476	327011.1528
LPC 17:2	2923768.637	1335857.502	348834.1193	1005753.691	209066.9344	98588.07596	262606.2913	301453.9929
LPE 22:5	11031186.28	32703786.2	15508857.31	131346.6333	164908.7407	188920.1706	146280.8466	88345.54516
5-Methyl-dl-tryptophan	21537347.53	9142681.05	48275525.26	10530251.6	3680253.866	4638200.261	2589856.567	2973565.445
L-Glutamic acid	1483806367	1107859040	1352283890	1340730144	186440126.6	184337101.8	789279726.9	339946038.2
"ethyl 2-methyl-1,5-diphenyl-1H-pyrrole-3-carboxylate"	129455.0052	55549.51496	1386511.061	374326.3883	1329485.075	216978.2864	997381.5247	958392.0723
S-(Methyl)Glutathione	173319.5681	98111.80842	210793.7097	120653.2147	203968.9982	414188.3168	132140.3684	150981.6696
dTMP	235037.1449	153327.1231	146131.9298	147623.7335	228898.4284	198676.5677	81019.64294	84782.97609
